14/10/2020,Average Tone,1.5019
15/10/2020,Average Tone,0
16/10/2020,Average Tone,0
17/10/2020,Average Tone,0
18/10/2020,Average Tone,0
19/10/2020,Average Tone,0
21/10/2020,Average Tone,2.0354
22/10/2020,Average Tone,0
23/10/2020,Average Tone,0
24/10/2020,Average Tone,0
25/10/2020,Average Tone,0
26/10/2020,Average Tone,1.125
27/10/2020,Average Tone,1.1466
28/10/2020,Average Tone,0
29/10/2020,Average Tone,0
30/10/2020,Average Tone,0
31/10/2020,Average Tone,0
1/11/2020,Average Tone,0
2/11/2020,Average Tone,0.2613
3/11/2020,Average Tone,0
4/11/2020,Average Tone,0
5/11/2020,Average Tone,2.3956
6/11/2020,Average Tone,0
7/11/2020,Average Tone,0
8/11/2020,Average Tone,6.3889
9/11/2020,Average Tone,0
10/11/2020,Average Tone,0
11/11/2020,Average Tone,0.0958
12/11/2020,Average Tone,0
13/11/2020,Average Tone,0
14/11/2020,Average Tone,0
15/11/2020,Average Tone,0
16/11/2020,Average Tone,-0.4777
17/11/2020,Average Tone,0
18/11/2020,Average Tone,0.5313
19/11/2020,Average Tone,1.4493
20/11/2020,Average Tone,2.3718
21/11/2020,Average Tone,0
22/11/2020,Average Tone,0
23/11/2020,Average Tone,-1
24/11/2020,Average Tone,0.5273
25/11/2020,Average Tone,1.2137
26/11/2020,Average Tone,1.0346
27/11/2020,Average Tone,0
28/11/2020,Average Tone,0
29/11/2020,Average Tone,0
30/11/2020,Average Tone,1.0481
1/12/2020,Average Tone,0.1266
2/12/2020,Average Tone,1.6983
3/12/2020,Average Tone,0.7174
4/12/2020,Average Tone,1.6238
5/12/2020,Average Tone,-0.2138
6/12/2020,Average Tone,0
7/12/2020,Average Tone,-1.5209
8/12/2020,Average Tone,1.5267
9/12/2020,Average Tone,-0.0398
10/12/2020,Average Tone,0
11/12/2020,Average Tone,2.0237
12/12/2020,Average Tone,0
13/12/2020,Average Tone,0
14/12/2020,Average Tone,0
15/12/2020,Average Tone,3.2168
16/12/2020,Average Tone,0.9975
17/12/2020,Average Tone,-1.342
18/12/2020,Average Tone,1.9516
19/12/2020,Average Tone,0
20/12/2020,Average Tone,0
21/12/2020,Average Tone,0
22/12/2020,Average Tone,1.3382
23/12/2020,Average Tone,0
24/12/2020,Average Tone,0
25/12/2020,Average Tone,0
26/12/2020,Average Tone,0
27/12/2020,Average Tone,0
28/12/2020,Average Tone,0
29/12/2020,Average Tone,0.3185
30/12/2020,Average Tone,0.9889
31/12/2020,Average Tone,1.7611
1/1/2021,Average Tone,0
2/1/2021,Average Tone,0
3/1/2021,Average Tone,0
4/1/2021,Average Tone,0.6881
5/1/2021,Average Tone,-0.0624
6/1/2021,Average Tone,0.9143
7/1/2021,Average Tone,3.2149
8/1/2021,Average Tone,0.3304
9/1/2021,Average Tone,0
10/1/2021,Average Tone,0
11/1/2021,Average Tone,0
12/1/2021,Average Tone,0
13/1/2021,Average Tone,-0.2788
14/1/2021,Average Tone,1.0636
15/1/2021,Average Tone,0
16/1/2021,Average Tone,0
17/1/2021,Average Tone,0
18/1/2021,Average Tone,0.5195
19/1/2021,Average Tone,0.459
20/1/2021,Average Tone,0.7762
21/1/2021,Average Tone,1.5936
22/1/2021,Average Tone,-0.1852
23/1/2021,Average Tone,0
24/1/2021,Average Tone,0.2913
25/1/2021,Average Tone,2.8553
26/1/2021,Average Tone,1.2727
27/1/2021,Average Tone,-0.0797
28/1/2021,Average Tone,0.2277
29/1/2021,Average Tone,1.3608
30/1/2021,Average Tone,0
31/1/2021,Average Tone,0
1/2/2021,Average Tone,0.6202
2/2/2021,Average Tone,1.3924
3/2/2021,Average Tone,0
4/2/2021,Average Tone,1.2133
5/2/2021,Average Tone,0.0246
6/2/2021,Average Tone,0
7/2/2021,Average Tone,1.1935
8/2/2021,Average Tone,0.6408
9/2/2021,Average Tone,0
10/2/2021,Average Tone,0.8778
11/2/2021,Average Tone,1.3225
12/2/2021,Average Tone,0.5695
13/2/2021,Average Tone,2.1595
14/2/2021,Average Tone,0
15/2/2021,Average Tone,0
16/2/2021,Average Tone,0
17/2/2021,Average Tone,-0.5996
18/2/2021,Average Tone,1.8693
19/2/2021,Average Tone,0
20/2/2021,Average Tone,0
21/2/2021,Average Tone,0
22/2/2021,Average Tone,3.9593
23/2/2021,Average Tone,2.8244
24/2/2021,Average Tone,0.8602
25/2/2021,Average Tone,1.8138
26/2/2021,Average Tone,0
27/2/2021,Average Tone,0.3362
28/2/2021,Average Tone,0
1/3/2021,Average Tone,1.5507
2/3/2021,Average Tone,1.6634
3/3/2021,Average Tone,1.1401
4/3/2021,Average Tone,0.8052
5/3/2021,Average Tone,0
6/3/2021,Average Tone,0
7/3/2021,Average Tone,0
8/3/2021,Average Tone,1.5625
9/3/2021,Average Tone,0.907
10/3/2021,Average Tone,0
11/3/2021,Average Tone,-0.8159
12/3/2021,Average Tone,-0.8306
13/3/2021,Average Tone,0
14/3/2021,Average Tone,0
15/3/2021,Average Tone,3.4884
16/3/2021,Average Tone,0
17/3/2021,Average Tone,-1.2487
18/3/2021,Average Tone,1.028
19/3/2021,Average Tone,1.676
20/3/2021,Average Tone,0
21/3/2021,Average Tone,0.251
22/3/2021,Average Tone,0.9302
23/3/2021,Average Tone,0.861
